ip,anonblock,proxy,vpn,cdn,public-wifi,rangeblock,school-block,tor,webhost
80.63.107.90,False,True,False,False,False,False,False,False,True
80.64.27.0/24,False,True,False,False,False,False,False,False,True
80.64.29.0/24,False,True,False,False,False,False,False,False,True
80.65.32.0/20,False,True,True,False,False,False,False,False,True
80.65.80.230,False,True,False,False,False,False,False,False,True
80.65.208.0/24,False,True,False,False,False,False,False,False,False
80.65.209.0/24,False,False,False,False,False,False,False,False,True
80.65.211.0/24,False,True,False,False,False,False,False,False,True
80.65.216.0/22,False,True,False,False,False,False,False,False,True
80.65.220.0/22,False,True,False,False,False,False,False,False,True
80.66.69.0/24,False,True,False,False,False,False,False,False,True
80.66.84.0/24,False,True,False,False,False,False,False,False,True
80.66.196.0/24,False,True,False,False,False,False,False,False,False
80.66.198.0/24,False,True,False,False,False,False,False,False,True
80.66.199.0/24,False,True,False,False,False,False,False,False,False
80.67.0.0/20,False,True,True,False,False,False,False,False,True
80.67.16.0/20,False,True,False,False,False,False,False,False,True
80.67.64.0/19,False,True,False,False,False,False,False,False,False
80.68.145.0/24,False,True,False,False,False,False,False,False,True
80.68.158.0/24,False,True,False,False,False,False,False,False,True
80.68.159.0/24,False,True,False,False,False,False,False,False,True
80.69.6.94,False,True,False,False,False,False,False,False,True
80.69.172.0/22,False,True,False,False,False,False,False,False,True
80.70.96.51,False,True,False,False,False,False,False,False,False
80.71.42.66,True,False,False,False,False,False,False,False,False
80.71.148.0/24,False,True,False,False,False,False,False,False,True
80.71.150.0/24,False,True,False,False,False,False,False,False,True
80.71.152.0/24,False,True,False,False,False,False,False,False,True
80.71.154.0/24,False,True,False,False,False,False,False,False,True
80.71.157.0/24,False,True,False,False,False,False,False,False,True
80.71.159.0/24,False,True,False,False,False,False,False,False,True
80.71.225.0/24,False,True,False,False,False,False,False,False,False
80.73.224.0/20,False,True,False,False,False,False,False,False,False
80.73.243.0/24,False,True,False,False,False,False,False,False,False
80.74.54.148,False,True,False,False,False,False,False,False,True
80.74.128.0/20,False,False,False,False,False,False,False,False,True
80.74.144.0/20,False,False,False,False,False,False,False,False,True
80.75.64.0/20,False,True,False,False,False,False,False,False,False
80.76.36.0/22,False,True,False,False,False,False,False,False,True
80.76.40.0/24,False,False,False,False,False,False,False,False,True
80.76.41.0/24,False,False,False,False,False,False,False,False,True
80.76.43.0/24,False,False,False,False,False,False,False,False,True
80.76.44.0/24,False,False,False,False,False,False,False,False,True
80.76.45.0/24,False,True,False,False,False,False,False,False,False
80.76.46.0/24,False,True,False,False,False,False,False,False,True
80.76.47.0/24,False,True,False,False,False,False,False,False,False
80.76.52.0/22,False,True,False,False,False,False,False,False,True
80.77.191.0/24,False,True,False,False,False,False,False,False,False
80.78.16.0/20,False,True,False,False,False,False,False,False,True
80.78.70.253,False,True,False,False,False,False,False,False,True
80.78.73.120,False,True,False,False,False,False,False,False,True
80.78.74.8,False,True,False,False,False,False,False,False,True
80.78.74.56,False,True,False,False,False,False,False,False,True
80.78.77.52,False,True,False,False,False,False,False,False,True
80.78.78.106,False,True,False,False,False,False,False,False,True
80.78.132.239,False,True,False,False,False,False,False,False,False
80.79.4.0/22,False,False,True,False,False,False,False,False,False
80.80.162.81,False,True,False,False,False,False,False,False,False
80.81.40.0/23,False,True,False,False,False,False,False,False,True
80.81.47.0/24,False,True,False,False,False,False,False,False,False
80.81.49.0/24,False,True,False,False,False,False,False,False,True
80.81.50.0/24,False,True,False,False,False,False,False,False,True
80.81.52.0/24,False,True,False,False,False,False,False,False,True
80.81.56.0/24,False,True,False,False,False,False,False,False,True
80.82.68.0/24,False,False,True,False,False,False,False,False,False
80.82.77.0/24,False,False,True,False,False,False,False,False,False
80.82.78.0/24,False,False,True,False,False,False,False,False,False
80.82.208.0/20,False,False,False,False,False,False,False,False,True
80.84.48.0/20,False,True,False,False,False,False,False,False,True
80.84.160.0/20,False,True,True,False,False,False,False,False,True
80.85.84.0/22,False,True,False,False,False,False,False,False,True
80.85.155.0/24,False,True,False,False,False,False,False,False,False
80.85.241.0/24,False,True,False,False,False,False,False,False,True
80.85.242.0/23,False,True,False,False,False,False,False,False,True
80.85.246.0/24,False,False,True,False,False,False,False,False,False
80.86.208.0/24,False,True,False,False,False,False,False,False,False
80.86.211.0/24,False,True,False,False,False,False,False,False,False
80.86.213.0/24,False,True,False,False,False,False,False,False,False
80.87.178.175,False,True,False,False,False,False,False,False,False
80.87.206.0/24,False,True,False,False,False,False,False,False,False
80.88.80.0/20,False,True,False,False,False,False,False,False,True
80.89.13.0/24,False,False,True,False,False,False,False,False,False
80.89.224.0/24,False,False,False,False,False,False,False,False,True
80.89.228.0/23,False,False,False,False,False,False,False,False,True
80.89.230.0/24,False,False,False,False,False,False,False,False,True
80.89.234.0/23,False,False,False,False,False,False,False,False,True
80.89.238.0/23,False,False,False,False,False,False,False,False,True
80.90.55.0/24,False,False,False,False,False,False,False,False,True
80.90.161.226,True,False,False,False,False,False,False,False,False
80.90.192.0/20,False,True,False,False,False,False,False,False,True
80.91.56.0/24,False,True,False,False,False,False,False,False,False
80.91.209.0/24,False,True,False,False,False,False,False,False,True
80.91.210.0/24,False,True,False,False,False,False,False,False,True
80.91.222.0/24,False,True,False,False,False,False,False,False,True
80.91.223.0/24,False,True,False,False,False,False,False,False,False
80.92.204.0/23,False,True,False,False,False,False,False,False,True
80.92.206.0/24,False,True,False,False,False,False,False,False,True
80.92.227.185,False,True,False,False,False,False,False,False,True
80.92.232.89,False,True,False,False,False,False,False,False,False
80.93.16.0/20,False,False,False,False,False,False,False,False,True
80.93.179.0/24,False,False,True,False,False,False,False,False,False
80.93.206.0/24,False,True,False,False,False,False,False,False,False
80.93.209.0/24,False,True,False,False,False,False,False,False,True
80.93.210.0/23,False,True,False,False,False,False,False,False,True
80.93.214.0/23,False,True,False,False,False,False,False,False,True
80.93.217.0/24,False,True,False,False,False,False,False,False,True
80.93.218.0/23,False,True,False,False,False,False,False,False,True
80.93.221.0/24,False,True,False,False,False,False,False,False,True
80.93.222.0/23,False,True,False,False,False,False,False,False,True
80.94.90.0/24,False,False,False,False,False,False,False,False,True
80.94.194.178,True,False,False,False,False,False,False,False,False
80.94.195.178,True,False,False,False,False,False,False,False,False
80.94.200.0/24,False,False,False,False,False,False,True,False,False
80.95.45.205,False,True,True,False,False,False,False,False,False
80.96.38.0/23,False,True,False,False,False,False,False,False,False
80.96.42.0/24,False,True,False,False,False,False,False,False,True
80.96.44.0/23,False,True,False,False,False,False,False,False,False
80.96.54.0/23,False,True,False,False,False,False,False,False,False
80.96.89.0/24,False,True,False,False,False,False,False,False,False
80.96.90.0/23,False,True,False,False,False,False,False,False,False
80.96.102.0/23,False,True,False,False,False,False,False,False,True
80.96.109.0/24,False,True,False,False,False,False,False,False,True
80.96.156.0/22,False,True,False,False,False,False,False,False,False
80.96.236.0/23,False,True,False,False,False,False,False,False,False
80.97.40.0/21,False,True,False,False,False,False,False,False,False
80.97.49.0/24,False,True,False,False,False,False,False,False,True
80.97.54.0/24,False,True,False,False,False,False,False,False,False
80.97.96.0/23,False,True,False,False,False,False,False,False,True
80.107.70.115,False,True,False,False,False,False,False,False,False
80.110.8.162,False,True,False,False,False,False,False,False,False
80.113.98.216/29,True,False,False,False,False,False,False,False,False
80.126.0.0/23,False,True,False,False,False,False,False,False,True
80.126.2.0/24,False,True,False,False,False,False,False,False,False
80.169.232.221,False,False,False,False,False,False,True,False,False
80.174.0.0/23,False,True,False,False,False,False,False,False,False
80.174.108.0/23,False,True,False,False,False,False,False,False,False
80.174.120.0/24,False,True,False,False,False,False,False,False,False
80.174.127.0/24,False,True,False,False,False,False,False,False,False
80.174.144.0/23,False,True,False,False,False,False,False,False,False
80.174.248.0/24,False,True,False,False,False,False,False,False,False
80.174.251.0/24,False,True,False,False,False,False,False,False,False
80.187.74.0/24,False,True,False,False,False,False,False,False,False
80.190.80.0/21,False,True,False,False,False,False,False,False,True
80.191.40.41,False,True,False,False,False,False,False,False,True
80.191.169.66,False,True,False,False,False,False,False,False,False
80.193.73.179,False,False,False,False,False,False,True,False,False
80.193.119.227,False,False,False,False,False,False,True,False,False
80.194.0.0/18,True,False,False,False,False,False,False,False,False
80.194.68.16/29,False,False,False,False,False,False,True,False,False
80.194.68.180,True,False,False,False,False,False,False,False,False
80.194.80.250/31,False,False,False,False,False,False,True,False,False
80.194.83.210,False,False,False,False,False,False,True,False,False
80.194.200.20,True,False,False,False,False,False,False,False,False
80.195.153.86,False,False,False,False,False,False,True,False,False
80.208.224.0/21,False,False,True,False,False,False,False,False,False
80.209.154.229,False,True,False,False,False,False,False,False,False
80.209.240.0/22,False,True,False,False,False,False,False,False,True
80.211.0.0/16,False,True,False,False,False,False,False,False,True
80.224.192.0/22,False,True,False,False,False,False,False,False,False
80.224.232.0/22,False,True,False,False,False,False,False,False,False
80.224.240.0/22,False,True,False,False,False,False,False,False,False
80.224.254.0/24,False,True,False,False,False,False,False,False,False
80.225.0.0/16,False,True,False,False,False,False,False,False,True
80.227.236.50,False,True,False,False,False,False,False,False,False
80.233.0.0/18,False,False,False,False,False,True,False,True,False
80.233.69.200,False,True,False,False,False,False,False,False,False
80.233.71.28,False,True,False,False,False,False,False,False,False
80.234.51.0,False,True,False,False,False,False,False,False,True
80.235.78.170,False,True,False,False,False,False,False,False,False
80.235.139.234,True,False,False,False,False,False,False,False,False
80.237.128.0/23,False,True,False,False,False,False,False,False,True
80.237.130.0/24,False,True,False,False,False,False,False,False,True
80.237.132.0/23,False,True,False,False,False,False,False,False,True
80.237.135.0/24,False,True,False,False,False,False,False,False,True
80.237.136.0/22,False,True,False,False,False,False,False,False,True
80.237.142.0/23,False,True,False,False,False,False,False,False,True
80.237.144.0/21,False,True,False,False,False,False,False,False,True
80.237.160.0/20,False,True,False,False,False,False,False,False,True
80.237.194.0/23,False,True,False,False,False,False,False,False,True
80.237.212.0/24,False,True,False,False,False,False,False,False,True
80.237.214.0/23,False,True,False,False,False,False,False,False,True
80.237.248.0/23,False,True,False,False,False,False,False,False,True
80.237.251.0/24,False,True,False,False,False,False,False,False,True
80.237.252.0/22,False,True,False,False,False,False,False,False,True
80.238.128.0/19,False,True,False,False,False,False,False,False,True
80.238.164.0/22,False,True,False,False,False,False,False,False,True
80.238.168.0/21,False,True,False,False,False,False,False,False,True
80.238.176.0/22,False,True,False,False,False,False,False,False,True
80.238.180.0/23,False,True,False,False,False,False,False,False,True
80.238.183.0/24,False,True,False,False,False,False,False,False,True
80.238.184.0/22,False,True,False,False,False,False,False,False,True
80.238.190.0/24,False,True,False,False,False,False,False,False,True
80.238.192.0/18,False,True,False,False,False,False,False,False,True
80.239.189.49,False,True,False,False,False,False,False,False,False
80.239.189.52,False,True,False,False,False,False,False,False,False
80.239.189.66,False,True,True,False,False,False,False,False,False
80.240.16.0/20,False,True,False,False,False,False,False,False,False
80.240.86.0/24,False,True,False,False,False,False,False,False,True
80.240.88.183,False,True,True,False,False,False,False,False,False
80.240.89.0/24,False,True,False,False,False,False,False,False,True
80.240.93.0/24,False,True,False,False,False,False,False,False,False
80.240.94.0/24,False,True,False,False,False,False,False,False,False
80.240.96.0/23,False,True,False,False,False,False,False,False,True
80.240.98.0/23,False,False,False,False,False,False,False,False,True
80.240.101.0/24,False,True,False,False,False,False,False,False,True
80.240.103.0/24,False,True,False,False,False,False,False,False,True
80.240.104.0/23,False,True,False,False,False,False,False,False,True
80.240.108.0/23,False,True,False,False,False,False,False,False,True
80.240.111.0/24,False,True,False,False,False,False,False,False,True
80.240.112.0/23,False,True,False,False,False,False,False,False,True
80.240.114.0/24,False,True,False,False,False,False,False,False,False
80.240.115.0/24,False,True,False,False,False,False,False,False,True
80.240.124.0/24,False,True,False,False,False,False,False,False,True
80.240.125.0/24,False,True,False,False,False,False,False,False,True
80.240.128.0/20,False,True,False,False,False,False,False,False,False
80.241.208.0/20,False,True,False,False,False,False,False,False,True
80.241.251.54,False,True,False,False,False,False,False,False,False
80.242.104.71,False,True,False,False,False,False,False,False,False
80.243.176.0/20,False,True,True,False,False,False,False,False,False
80.244.160.0/20,False,True,False,False,False,False,False,False,True
80.245.108.0/22,False,True,False,False,False,False,False,False,False
80.246.28.0/22,False,True,True,False,False,False,False,False,True
80.246.48.0/20,False,True,False,False,False,False,False,False,True
80.246.225.0/24,False,True,False,False,False,False,False,False,True
80.246.228.0/24,False,True,False,False,False,False,False,False,True
80.248.60.0/24,False,True,False,False,False,False,False,False,True
80.249.92.149,False,True,False,False,False,False,False,False,False
80.249.112.166,False,True,False,False,False,False,False,False,False
80.249.132.0/24,False,True,False,False,False,False,False,False,False
80.249.134.0/24,False,True,False,False,False,False,False,False,False
80.250.17.130,False,False,False,False,False,False,True,False,False
80.250.96.0/20,False,True,False,False,False,False,False,False,False
80.251.208.0/20,False,True,False,False,False,False,False,False,True
80.252.75.227,False,False,False,False,False,False,True,False,False
80.253.99.0/24,False,True,False,False,False,False,False,False,True
80.253.246.0/24,False,False,False,False,False,False,False,False,True
80.253.248.0/22,False,True,False,False,False,False,False,False,True
80.254.212.0/22,False,True,False,False,False,False,False,False,True
80.254.220.0/22,False,True,False,False,False,False,False,False,True
81.0.157.205,True,False,False,False,False,False,False,False,False
81.0.218.0/23,False,True,False,False,False,False,False,False,True
81.0.220.0/23,False,True,False,False,False,False,False,False,True
81.0.246.0/23,False,True,False,False,False,False,False,False,True
81.0.248.0/23,False,True,False,False,False,False,False,False,True
81.2.192.0/18,False,False,True,False,False,False,False,False,False
81.4.102.9,False,True,False,False,False,False,False,False,True
81.4.103.233,False,True,False,False,False,False,False,False,True
81.5.189.0/24,False,True,False,False,False,False,False,False,True
81.10.234.234,False,True,False,False,False,False,False,False,True
81.12.157.98,False,True,False,False,False,False,False,False,True
81.12.169.254,False,True,False,False,False,False,False,False,True
81.15.172.66,False,False,False,False,False,False,True,False,False
81.16.9.222,False,True,False,False,False,False,False,False,True
81.16.16.0/22,False,True,False,False,False,False,False,False,True
81.16.28.0/22,False,True,False,False,False,False,False,False,True
81.16.125.225,False,True,False,False,False,False,False,False,False
81.16.128.0/22,False,True,False,False,False,False,False,False,True
81.16.141.244/30,False,True,False,False,False,False,False,False,False
81.16.142.0/24,False,True,False,False,False,False,False,False,True
81.16.176.0/23,False,True,False,False,False,False,False,False,True
81.17.16.0/20,False,True,False,False,False,False,False,False,True
81.17.47.0/24,False,True,False,False,False,False,False,False,True
81.17.49.0/24,False,True,False,False,False,False,False,False,True
81.17.50.0/23,False,True,False,False,False,False,False,False,True
81.17.52.0/22,False,True,False,False,False,False,False,False,True
81.17.96.0/21,False,True,False,False,False,False,False,False,True
81.17.121.0/24,False,True,True,False,False,False,False,False,True
81.17.122.0/23,False,True,True,False,False,False,False,False,True
81.17.146.38,False,True,False,False,False,False,False,False,True
81.17.159.0/24,False,True,False,False,False,False,False,False,True
81.18.48.0/24,False,True,False,False,False,False,False,False,True
81.18.50.89,False,True,False,False,False,False,False,False,True
81.18.90.43,False,True,False,False,False,False,False,False,True
81.19.96.0/20,False,True,False,False,False,False,False,False,False
81.19.135.0/24,False,True,False,False,False,False,False,False,True
81.19.136.0/24,False,True,False,False,False,False,False,False,True
81.19.137.0/24,False,True,False,False,False,False,False,False,True
81.19.139.0/24,False,True,False,False,False,False,False,False,True
81.19.140.0/23,False,True,False,False,False,False,False,False,True
81.19.144.0/20,False,True,False,False,False,False,False,False,False
81.19.208.0/20,False,True,False,False,False,False,False,False,True
81.20.64.0/20,False,True,False,False,False,False,False,False,False
81.21.0.0/24,False,True,False,False,False,False,False,False,True
81.21.7.0/24,False,True,False,False,False,False,False,False,True
81.21.64.0/20,False,True,False,False,False,False,False,False,True
81.21.232.0/22,False,True,False,False,False,False,False,False,True
81.22.36.0/24,False,True,False,False,False,False,False,False,False
81.22.37.0/24,False,True,True,False,False,False,False,False,True
81.22.130.0/24,False,True,False,False,False,False,False,False,True
81.22.132.0/24,False,True,False,False,False,False,False,False,True
81.22.137.0/24,False,True,True,False,False,False,False,False,False
81.25.192.0/20,False,True,False,False,False,False,False,False,False
81.27.86.0/24,False,True,False,False,False,False,False,False,True
81.27.96.0/20,False,True,False,False,False,False,False,False,True
81.27.115.110,False,True,False,False,False,False,False,False,False
81.27.121.159,False,True,False,False,False,False,False,False,False
81.28.4.0/23,False,True,False,False,False,False,False,False,True
81.28.12.0/22,False,True,False,False,False,False,False,False,True
81.28.252.0/22,False,False,False,False,False,False,False,False,True
81.29.39.0/24,False,True,False,False,False,False,False,False,False
81.29.64.0/19,False,False,False,False,False,False,False,False,True
81.29.145.0/24,False,True,False,False,False,False,False,False,False
81.29.149.0/24,False,True,False,False,False,False,False,False,True
81.29.154.0/24,False,True,False,False,False,False,False,False,False
81.29.158.0/24,False,True,False,False,False,False,False,False,False
81.30.27.147,False,True,False,False,False,False,False,False,True
81.30.144.0/20,False,False,False,False,False,False,False,False,True
81.30.240.229,True,False,False,False,False,False,False,False,False
81.31.70.61,True,False,False,False,False,False,False,False,False
81.31.106.230,False,True,False,False,False,False,False,False,False
81.31.144.0/20,False,True,True,False,False,False,False,False,True
81.31.208.0/24,False,True,False,False,False,False,False,False,False
81.31.244.0/22,False,True,False,False,False,False,False,False,True
81.37.87.48,False,True,False,False,False,False,False,False,False
81.49.28.139,False,True,False,False,False,False,False,False,False
81.49.164.106,False,True,True,False,False,False,False,False,False
81.56.204.37,False,False,False,False,False,False,False,False,True
81.65.133.221,False,True,False,False,False,False,False,False,False
81.68.0.0/16,False,True,False,False,False,False,False,False,True
81.69.0.0/16,False,True,False,False,False,False,False,False,True
81.70.0.0/16,False,True,False,False,False,False,False,False,True
81.71.0.0/16,False,True,False,False,False,False,False,False,True
81.85.92.0/24,False,True,False,False,False,False,False,False,True
81.85.176.0/20,False,True,False,False,False,False,False,False,False
81.89.56.72,False,True,False,False,False,False,False,False,False
81.90.180.139,False,True,False,False,False,False,False,False,True
81.90.188.0/22,False,True,False,True,False,False,False,False,True
81.91.176.0/22,False,False,False,False,False,False,False,False,True
81.92.26.0/24,False,False,True,False,False,False,False,False,False
81.92.192.0/22,False,True,False,False,False,False,False,False,True
81.92.200.0/21,False,True,False,False,False,False,False,False,False
81.92.216.0/24,False,True,False,False,False,False,False,False,True
81.92.217.0/24,False,True,False,False,False,False,False,False,False
81.92.218.0/23,False,True,False,False,False,False,False,False,False
81.93.176.0/20,False,True,False,False,False,False,False,False,False
81.93.208.0/20,False,True,False,False,False,False,False,False,False
81.94.69.156,False,True,False,False,False,False,False,False,False
81.94.75.44,False,True,False,False,False,False,False,False,False
81.94.192.0/20,False,True,True,False,False,False,False,False,False
81.95.50.0/23,False,True,False,False,False,False,False,False,False
81.95.56.0/21,False,True,False,False,False,False,False,False,False
81.95.144.0/24,False,True,False,False,False,False,False,False,False
81.97.76.209,False,True,False,False,False,False,False,False,False
81.98.243.229,False,False,False,False,False,False,False,True,False
81.99.248.1,True,False,False,False,False,False,False,False,False
81.101.119.210,False,True,False,False,False,False,False,False,False
81.104.240.237,True,False,False,False,False,False,False,False,False
81.105.160.201,False,False,False,False,False,False,True,False,False
81.105.171.106,False,False,False,False,False,False,True,False,False
81.105.178.194,False,False,False,False,False,False,True,False,False
81.105.183.174,False,False,False,False,False,False,True,False,False
81.105.226.43,True,False,False,False,False,False,False,False,False
81.106.116.185,False,True,False,False,False,False,False,False,False
81.106.144.198,True,False,False,False,False,False,False,False,False
81.107.46.121,False,False,False,False,False,False,False,True,False
81.108.78.218,True,False,False,False,False,False,False,False,False
81.108.106.171,False,False,False,False,False,False,True,False,False
81.109.1.208,False,True,False,False,False,False,False,False,False
81.109.234.179,True,False,False,False,False,False,False,False,False
81.110.255.179,False,True,False,False,False,False,False,False,False
81.128.146.100,False,False,False,False,False,False,True,False,False
81.128.211.21,False,False,False,False,False,False,True,False,False
81.128.218.178,True,False,False,False,False,False,False,False,False
81.134.137.34,False,False,False,False,False,False,True,False,False
81.134.243.51,False,False,False,False,False,False,True,False,False
81.134.252.170,False,False,False,False,False,False,True,False,False
81.134.254.212,False,False,False,False,False,False,True,False,False
81.139.33.131,False,False,False,False,False,False,True,False,False
81.143.236.200,False,True,False,False,False,False,False,False,True
81.144.164.210,False,False,False,False,False,False,True,False,False
81.144.207.218,False,False,False,False,False,False,True,False,False
81.144.234.2,False,False,False,False,False,False,True,False,False
81.144.235.66,False,False,False,False,False,False,True,False,False
81.145.38.50,False,False,False,False,False,False,True,False,False
81.145.39.84,False,False,False,False,False,False,True,False,False
81.145.45.150,False,False,False,False,False,False,True,False,False
81.145.225.218,False,True,False,False,False,False,False,False,False
81.147.22.112,False,True,True,False,False,False,False,False,False
81.150.169.217,False,True,False,False,False,False,False,False,False
81.161.8.0/22,False,True,False,False,False,False,False,False,False
81.161.12.0/22,False,True,True,False,False,False,False,False,True
81.161.48.0/21,False,True,False,False,False,False,False,False,True
81.161.236.0/24,False,False,False,False,False,False,False,False,True
81.161.237.0/24,False,True,False,False,False,False,False,False,False
81.162.195.35,False,True,False,False,False,False,False,False,True
81.162.242.127,False,True,False,False,False,False,False,False,False
81.163.250.137,False,True,False,False,False,False,False,False,False
81.168.20.0/24,False,True,False,False,False,False,False,False,False
81.168.32.0/24,False,True,False,False,False,False,False,False,False
81.168.65.0/24,False,True,False,False,False,False,False,False,True
81.168.80.0/24,False,True,False,False,False,False,False,False,False
81.168.83.0/24,False,True,False,False,False,False,False,False,False
81.168.87.0/24,False,True,False,False,False,False,False,False,True
81.168.96.0/24,False,True,False,False,False,False,False,False,True
81.168.99.0/24,False,True,False,False,False,False,False,False,False
81.168.104.0/24,False,True,False,False,False,False,False,False,False
81.168.105.0/24,False,True,False,False,False,False,False,False,True
81.168.112.0/24,False,True,False,False,False,False,False,False,False
81.168.119.0/24,False,True,False,False,False,False,False,False,True
81.168.120.0/24,False,True,True,False,False,False,False,False,False
81.168.123.0/24,False,True,False,False,False,False,False,False,False
81.168.125.0/24,False,True,False,False,False,False,False,False,True
81.169.144.135,False,True,False,False,False,False,False,False,False
81.169.190.0/24,False,True,False,False,False,False,False,False,False
81.169.213.169,False,True,False,False,False,False,False,False,True
81.171.0.0/19,False,True,False,False,False,False,False,False,True
81.171.61.0/24,False,True,False,False,False,False,False,False,True
81.171.68.0/24,False,True,False,False,False,False,False,False,True
81.171.70.0/23,False,False,False,False,False,False,False,False,True
81.171.72.128/28,False,True,False,False,False,False,False,False,False
81.171.74.0/24,False,True,False,False,False,False,False,False,True
81.171.75.0/24,False,True,True,False,False,False,False,False,False
81.173.112.0/22,False,True,False,False,False,False,False,False,False
81.177.48.54,False,True,False,False,False,False,False,False,True
81.177.180.128,False,True,False,False,False,False,False,False,False
81.177.214.0/23,False,True,True,False,False,False,False,False,True
81.180.36.0/24,False,True,False,False,False,False,False,False,False
81.180.94.0/23,False,True,False,False,False,False,False,False,False
81.180.98.0/23,False,True,False,False,False,False,False,False,True
81.180.112.0/20,False,True,False,False,False,False,False,False,True
81.180.139.0/24,False,True,False,False,False,False,False,False,False
81.180.172.0/24,False,True,False,False,False,False,False,False,False
81.180.173.0/24,False,True,False,False,False,False,False,False,False
81.180.174.0/23,False,True,False,False,False,False,False,False,True
81.180.204.0/24,False,True,False,False,False,False,False,False,False
81.180.228.0/23,False,True,False,False,False,False,False,False,False
81.180.254.0/23,False,True,False,False,False,False,False,False,True
81.181.14.0/23,False,True,False,False,False,False,False,False,True
81.181.26.0/23,False,True,False,False,False,False,False,False,False
81.181.48.0/23,False,True,False,False,False,False,False,False,False
81.181.50.0/24,False,True,False,False,False,False,False,False,False
81.181.54.0/23,False,True,False,False,False,False,False,False,True
81.181.56.0/21,False,True,False,False,False,False,False,False,True
81.181.68.0/23,False,True,False,False,False,False,False,False,True
81.181.72.0/23,False,True,False,False,False,False,False,False,True
81.181.104.0/21,False,True,False,False,False,False,False,False,True
81.181.166.0/24,False,True,False,False,False,False,False,False,False
81.181.172.0/24,False,True,False,False,False,False,False,False,False
81.181.175.0/24,False,True,False,False,False,False,False,False,False
81.181.236.0/22,False,True,False,False,False,False,False,False,False
81.196.37.130,False,True,False,False,False,False,False,False,False
81.197.240.212,False,True,False,False,False,False,False,False,False
81.199.26.0/24,False,False,True,False,False,False,False,False,False
81.199.30.0/23,False,True,False,False,False,False,False,False,True
81.200.112.0/21,False,True,False,False,False,False,False,False,True
81.200.144.0/21,False,True,False,False,False,False,False,False,True
81.200.152.0/23,False,True,False,False,False,False,False,False,True
81.200.158.0/24,False,True,False,False,False,False,False,False,True
81.200.244.4,False,True,False,False,False,False,False,False,False
81.201.183.0/24,False,True,False,False,False,False,False,False,False
81.208.160.0/20,False,True,False,False,False,False,False,False,True
81.208.188.0/22,False,True,False,False,False,False,False,False,True
81.208.192.0/19,False,True,False,False,False,False,False,False,True
81.218.0.0/18,False,False,False,False,False,False,False,False,True
81.218.100.0/23,False,False,False,False,False,False,False,False,True
81.218.112.0/20,False,False,False,False,False,False,False,False,True
81.223.55.43,False,True,False,False,False,False,False,False,False
81.228.44.187,False,True,False,False,False,False,False,False,True
82.1.7.240/29,False,False,False,False,False,False,True,False,False
82.4.132.162,False,True,False,False,False,False,False,False,False
82.18.150.227,True,False,False,False,False,False,False,False,False
82.19.24.236,True,False,False,False,False,False,False,False,False
82.19.125.214,True,False,False,False,False,False,False,False,False
82.20.121.234,False,True,False,False,False,False,False,False,False
82.21.2.0/24,False,True,False,False,False,False,False,False,False
82.21.7.0/24,False,True,False,False,False,False,False,False,True
82.21.56.0/24,False,True,False,False,False,False,False,False,False
82.21.59.0/24,False,True,False,False,False,False,False,False,False
82.21.68.0/24,False,True,False,False,False,False,False,False,False
82.21.70.0/24,False,True,False,False,False,False,False,False,False
82.21.82.0/24,False,True,False,False,False,False,False,False,False
82.21.84.0/24,False,True,False,False,False,False,False,False,True
82.21.87.0/24,False,True,False,False,False,False,False,False,False
82.21.98.0/23,False,True,False,False,False,False,False,False,False
82.21.108.0/24,False,True,False,False,False,False,False,False,False
82.21.109.0/24,False,True,False,False,False,False,False,False,True
82.21.111.0/24,False,True,False,False,False,False,False,False,False
82.21.118.0/24,False,True,False,False,False,False,False,False,False
82.21.133.0/24,False,True,False,False,False,False,False,False,False
82.21.138.0/24,False,True,False,False,False,False,False,False,False
82.21.139.0/24,False,True,False,False,False,False,False,False,False
82.21.141.0/24,False,True,False,False,False,False,False,False,False
82.21.142.0/24,False,True,False,False,False,False,False,False,False
82.21.147.0/24,False,True,False,False,False,False,False,False,False
82.21.151.0/24,False,True,False,False,False,False,False,False,False
82.21.153.0/24,False,True,False,False,False,False,False,False,True
82.21.158.0/23,False,True,False,False,False,False,False,False,False
82.21.168.0/24,False,True,False,False,False,False,False,False,False
82.21.174.0/24,False,True,False,False,False,False,False,False,False
82.21.175.0/24,False,True,False,False,False,False,False,False,False
82.21.188.0/24,False,True,True,False,False,False,False,False,False
82.21.189.0/24,False,True,False,False,False,False,False,False,False
82.21.191.0/24,False,True,False,False,False,False,False,False,False
82.21.193.0/24,False,True,False,False,False,False,False,False,False
82.21.199.0/24,False,True,False,False,False,False,False,False,True
82.21.206.0/24,False,True,False,False,False,False,False,False,False
82.21.208.0/24,False,True,False,False,False,False,False,False,False
82.21.211.0/24,False,True,False,False,False,False,False,False,False
82.21.217.0/24,False,True,False,False,False,False,False,False,False
82.21.218.0/24,False,False,False,False,False,False,False,False,True
82.21.219.0/24,False,True,False,False,False,False,False,False,False
82.21.223.0/24,False,True,False,False,False,False,False,False,False
82.21.224.0/24,False,True,False,False,False,False,False,False,False
82.21.228.0/24,False,True,False,False,False,False,False,False,False
82.21.230.0/24,False,True,False,False,False,False,False,False,False
82.21.232.0/24,False,True,False,False,False,False,False,False,False
82.21.237.0/24,False,True,False,False,False,False,False,False,False
